Volgograd Oblast,"Kalach-na-Donu","Cossack Ataman’s Secret Passage","Folk say a tunnel from a fortress to the Don River concealed Cossack gold. Explorers hear footfalls and jingling coins but find only collapsed corridors and dusty stone."
Volgograd Oblast,"Dubovka","Vineyard Lady","A spectral lady in white glides through hillside vineyards at sunset. Farmers speak of her checking vines, ensuring a bountiful harvest if they treat the land kindly."
Volgograd Oblast,"Leninsk","Marsh Wraiths on the Akhtuba","Will-o’-the-wisps drift near riverbanks, rumored to be spirits of fishermen lost in quicksand. At night, they glow an eerie green, dancing just out of reach."
Volgograd Oblast,"Serafimovich (formerly Ust-Medveditskaya)","Noblewoman’s Sunken Estate","An estate sank into the Don after a landslide. Local boaters claim to see a half-visible mansion under calm water, with candlelit windows flickering in moonlight."
Volgograd Oblast,"Gorodishche","The Steppe Harp","Wind across rolling fields creates a gentle hum akin to harp strings. Herdsmen regard it as the voice of nature, lulling them into a meditative calm."
Volgograd Oblast,"Svetly Yar","Lake Elton Salt Phantom","Near the region’s salt lakes, a shining figure roams the salt flats at midday heat. Nomads interpret it as a protective desert ghost that warns travelers of mirages."
Volgograd Oblast,"Kotovo","Cursed Red Hill","A hill turned blood-red after rumored mass graves from past wars. Residents avoid digging there—some who tried reported finding old bones and hearing pained groans in the wind."
Region,Location,Story Name,Two-Sentence Summary
Ivanovo Oblast,"Ivanovo City","City of Brides’ Lament","Ivanovo is nicknamed the “City of Brides” due to its textile heritage and predominantly female workforce. Some say a sorrowful bride wanders the old mills at night, trailing torn lace and soft weeping."
Ivanovo Oblast,"Shuya","Cross River Baptism Fire","Locals recall a miraculous event when a fire in the town’s church was extinguished by holy water from the Shuya River. At dawn, passersby sometimes see glowing embers floating downstream, rumored to be leftover sparks of that strange blaze."
Ivanovo Oblast,"Kineshma","Volga Lace Maiden","A maiden in lace attire supposedly appears on the Volga docks, reflecting the region’s textile tradition. Dockworkers hear her loom-like humming on misty mornings, then find delicate patterns traced in dew."
Ivanovo Oblast,"Privolzhsk","Night Chorus of Ceramic Whistles","A local pottery craft includes whistle-making. Villagers claim to hear these ceramic whistles playing in unison after midnight, although the workshop stands locked and dark."
Ivanovo Oblast,"Furmanov","Furmanov Icon Mystery","Once called Sereda, the town cherishes an icon believed hidden during Soviet times. Residents mention seeing a faint glow near the old chapel foundation, as if the sacred image still protects the place."
Ivanovo Oblast,"Gavrilovo-Posad","River Gavra Rusalka","A rusalka-like spirit said to comb her hair along reedy banks at twilight. Fishermen leave bits of bread on a stone for her to ensure calm waters and decent catches."
Ivanovo Oblast,"Yuzha","Timber Poltergeist of the Factory","A closed plywood factory with reports of logs clattering at night. Guards claim they’ve found freshly sawed boards and shavings—though power tools remain untouched in storage."
Ivanovo Oblast,"Kokhma","Weeping Willow of the Textile Widow","A widow whose husband died in an industrial accident is said to have planted this willow. Locals say its branches drip unusually heavy dew, like unending tears for her lost love."
Ivanovo Oblast,"Puchezh","Sunken Town in the Crater Lake","An ancient impact crater now forms Lake Puchezh. Rumor says a settlement once sank beneath the water, and boaters sometimes see vague rooftops if the moonlight hits just right."
Ivanovo Oblast,"Vichuga","Red Thread of Fate","A folklore claim that a red thread spool in old weaving rooms unravels by itself, leading the curious through hidden passages. Those who follow it swear they hear a gentle lullaby echoing in the dark."

Tambov Oblast,"Tambov City","The Tambov Wolf","A regional saying goes “Tambov wolf is your comrade,” meaning an untrustworthy ally. Hunters tell of a particularly large gray wolf who outsmarts traps, vanishing into the steppe with a knowing gaze."
Tambov Oblast,"Michurinsk","Fallen Apple Orchard Spirits","Originally named Kozlov, the town reveres breeder Ivan Michurin’s orchards. At dusk, orchard caretakers see ghostly shapes among the blossoms, believed to be guardians of experimental fruit trees."
Tambov Oblast,"Uvarovo","Milk River Rusalka","A creamy-white rusalka said to haunt the Tsna River after dairy waste once flowed there. On humid evenings, an eerie milky mist forms, swirling into a female figure with long white hair."
Tambov Oblast,"Morshansk","Treasure of the Pronsky Bandits","Bandits hid gold along local trade routes centuries ago. Fishermen occasionally discover old coins on the riverbank, hearing distant hoofbeats as though the bandits still guard their stash."
Tambov Oblast,"Kirsanov","Midnight Troika on the Steppe","A phantom troika gallops across open fields at midnight. Farmers spot flickers of lantern light and hear hooves thunder by, only to find no tracks in the morning dew."
Tambov Oblast,"Rasskazovo","Linen Weaver’s Ghost","Rasskazovo once thrived on linen production; an old workshop is said to be haunted by a weaver who refused to cease production after Soviet orders. Late visitors hear spinning wheels and see cloth unrolled by invisible hands."
Tambov Oblast,"Tokarevsky District","Singing Sands of Tokarevka","Dunes here reportedly make a high-pitched hum underfoot. Some interpret this as voices of desert spirits, cautioning travelers to tread lightly on sacred ground."
Tambov Oblast,"Zherdevka","Beekeeper’s Phantom Swarm","A legendary beekeeper vanished after a massive swarm attack. Locals claim his ghost returns each summer, guiding lost swarms back to abandoned hives with a gentle buzzing lullaby."
Tambov Oblast,"Bondari","Bondari Lake Lights","Orb-like lights drift over a small lake near the village. Teenagers who camp by the shore say these glowing orbs circle their tents, then vanish with dawn’s first rays."
Tambov Oblast,"Sosnovka","Forest of the Painted Pine","A pine grove where trunks show unexplained markings resembling old symbols. Some suspect an ancient cult or a playful leshy, leaving cryptic messages in sticky sap designs."

Zabaykalsky Krai,"Chita","Lost Gold of the Decembrists","Exiled Decembrist revolutionaries supposedly hid gold here. Bank vault workers in Chita hear faint clinking at night, suspecting the restless treasure still yearns to be freed."
Zabaykalsky Krai,"Aginskoye","Steppe Shaman’s Drum","In the Agin-Buryat Okrug, shamans once drummed across the steppe. Locals recount hearing rhythmic pounding carried by the wind at twilight—though no one’s drumming within miles."
Zabaykalsky Krai,"Nerchinsk","Prison of the Silver Mines","A former czarist prison for convicts who mined silver. Explorers report tapping sounds in sealed shafts, as if chisels still strike ore under ghostly compulsion."
Zabaykalsky Krai,"Sretensk","Shilka River Mermaid","Where the Shilka meets the Amur, fishermen speak of a bronze-haired mermaid. She sits on driftwood, combing weed-laden hair, dissolving if boats approach too closely."
Zabaykalsky Krai,"Khilok","Phantom Train of the Trans-Baikal","A steam locomotive from early railway days allegedly appears on disused tracks. Station masters see flickering lanterns in the distance, then find no train scheduled or passing."
Zabaykalsky Krai,"Baley","Baley Ghost Town Streets","Boomtown turned ghost town after mines closed. Residents claim spectral miners roam deserted streets at dusk, forever reliving the gold rush’s heyday."
Zabaykalsky Krai,"Borzya","Daurian Steppe Wolves","A pack of massive, near-white wolves rumored to guard Genghis Khan’s lost outpost. Rare travelers glimpsing them swear the wolves fade into swirling dust when pursued."
Zabaykalsky Krai,"Krasny Chikoy","Stone Pyramids of Mystery","Natural rock formations resembling small pyramids. Some nights, a faint glow rings their edges—locals ascribe it to ancient Buryat spirits kindling ritual fires."
Zabaykalsky Krai,"Petrovsk-Zabaykalsky","Decembrist’s Piano","Exiled noble families brought culture to Siberia. An old mansion’s piano plays a melancholy tune past midnight; neighbors insist they see pale hands on the keys through dusty windows."
Zabaykalsky Krai,"Mogoytuy","Flying Eagle Shaman","Buryat lore speaks of a shaman who could transform into an eagle. Riders in the steppe see a mighty eagle overhead that glints with the shaman’s silver jewelry before vanishing in cloud banks."

Khabarovsk Krai,"Khabarovsk City","Amur River Guardian","A powerful spirit that patrols the river’s wide bends, ensuring balanced fishing. Boaters who dump waste into the water reportedly experience sudden storms and near-capsizes."
Khabarovsk Krai,"Komsomolsk-on-Amur","Phantom of the Pulp Mill","A major industrial mill once caused heavy pollution. Night-shift workers claim an environmental spirit rattles pipes and knocks levers if they fail to follow safety rules."
Khabarovsk Krai,"Bikin","Tiger’s Roar in the Taiga","The Udege people revere the Amur tiger as a guardian. Hunters who show disrespect to the forest hear an echoed roar at dusk, scaring them back to camp."
Khabarovsk Krai,"Solnechny District","Valley of the Ginseng Spirit","Local gatherers search for wild ginseng. Some speak of glimpsing a radiant figure leading them to prime roots—but if approached greedily, the vision disappears."
Khabarovsk Krai,"Amursk","Lost Gulag Barracks","Old timber barracks have crumbled into the forest. Explorers at dusk hear shuffle of boots and subdued voices calling out inmate numbers, though no structures remain standing."
Khabarovsk Krai,"Vanino","Ghost Ship in the Strait","Fishermen mention sightings of a decrepit cargo vessel drifting near the Tatar Strait. Attempts to hail it yield only static, and it vanishes on approach radar."
Khabarovsk Krai,"Nikolayevsk-on-Amur","Fire Fox Lights","Small orbs dart among the riverside reeds, likened to kitsune-like spirits. They zip away at human footsteps, leaving a faint crackling sound in their wake."
